id,text,class,volunteers_count,judgment_confidence
6105,i can feel my ovaries aching talking to me as i like to put it,0,4.0,0.9535058816675599
15076,i should stop feeling so lousy about myself,0,4.0,1.0
16571,i wake up and i open up my eyes i feel an aching in my heart that s when i realize,0,2.0,0.9787263388978623
14769,YES!! RT @Merky__: NO!!! RT @HuffPostTaste Will YOU buy the new Caramel Apple flavor of Oreos? http://t.co/K8zUp4Ynzf http://t.co/AMuZaTglx8,2,3.0,1.0
3742,i just feel really violent right now,3,4.0,1.0
83,i might i could not stress to her how important it is to me not to expose my friends to a situation where they may have cause to feel unwelcome or uncomfortable,0,2.0,1.0
925,"@DerekIsNormal RT @crappyfactsare McRib buns contain a chemical ""azodicarbonamide"" which is also used to make yoga mats &amp; soles of shoes",2,3.0,1.0
13610,"@eHarmoniee first second an third mistake...&#128514;&#128514; i been hearing it wus trash tho...kinda wan give it a listen, kinda dont",2,3.0,1.0
11668,i feel determined about that,1,3.0,0.5663289950141888
14298,Charlie Parr! Mountain top music Fest http://t.co/bG3UWdPZnn,2,3.0,1.0
9129,i mean as a group thing it felt good to get in there and add something relevant for us but im still not really feeling delicious as a tool for me,1,3.0,0.9724461236401454
16187,i feel that i am not important enough to live not worthy enough to struggle any longer no one will miss me or even care that i have gone,1,4.0,0.9932054424018024
15127,I show do like The Jeffersons. Dat George make me wanna open up a dry cleaning stow and call all da white folk honkey,2,3.0,0.6666666666666666
2536,i was feeling make it all worthwhile she has been loving on her daddy and she let him feed her breakfast she snuggled up in the chair with spencer and played with him she is walking more and she has officially been in all of her grandparents arms with a smile on her face,1,3.0,0.9596191396205073
14412,Looking back I liked colored better. Let's go back to that,2,3.0,1.0
11909,i left feeling pretty disappointed in my casting skills,0,3.0,0.7817483885447132
5441,@smokeabluntdgaf @Haiimbreanna You guys don't get evolution do you? You only share a common ancestor with apes.,2,3.0,0.6666666666666666
14261,"RT @iRepFrisco: Should've lost in Carolina, in Houston &amp; tonight in St. Louis! #Lucky

#Seahawks are complete trash!!",2,3.0,0.6666666666666666
14687,i was feeling so spiteful i brought it up and i saw the hurt in his face,3,4.0,0.7498744504181454
8351,i am slowly paying off my debts and i feel generally happy about where i am and what im doing,1,4.0,1.0
2798,@A_Little_Wicked that's not ghetto. That's sweet and a movie quote. Try again,2,3.0,0.6666666666666666
10349,i do actually feel frightened having seen what my mother went through in her treatment for a malignant melonoma,4,3.0,0.9561871806310063
12228,i feel peaceful secure and independent,1,2.0,0.9474611570894009
15370,"RT @RapBars_: Joey Badass said ""Traded in my Nikes for a new mic, I guess it's safe to say he sold his soles for a new life""",2,3.0,0.6666666666666666
11629,i hate that feeling it makes me feel so ashame and stupid,0,3.0,0.8171068676054358
14471,RT @FoodPornsx: Oreo Drumstick! http://t.co/AcN8J59r6b,2,3.0,1.0
18285,i look at my work and i just feel like its less than perfect but i want perfection,1,3.0,1.0
2324,RT @BadAdviceDog: when you look like trash and someone compliments you http://t.co/RRQzsYM4tY,2,3.0,0.6666666666666666
10447,i think most people have little problem expressing but once in a while i can t help but feel that we shouldn t be afraid to let it all hang out there and express the other emotions that don t get nearly as much airtime,4,3.0,1.0
14693,i know that i will find a job and god has a plan but im feeling a little uncertain about everything at the moment,4,4.0,0.6789704271496249
16766,i dunno i feel like ive been on opiates forever i dont even remember my carefree life before r or even with her as an infant when i didnt use anything its summer again which means im almost one year on this merry go round of addiction,1,3.0,0.6093525303846077
15960,i just feel really lame,0,3.0,0.9687935797677014
5083,i was feeling rebellious because of what was happening to us as a family,3,2.0,1.0
10436,i feel nevertheless not convinced which g is the be all and end all which sprint is creating it away to be,1,2.0,1.0
16132,"This Billy Crystal tribute to Derek Jeter is crazy. I hate the Yankees, but man... Derek Jeter.... #RE2PECT",2,3.0,1.0
13642,i feel about femme fatale except its not cute anymore now that its pretty obvious that britneys not in control of her life that shes so burnt out and yet i get the impression shes almost forced into this career to the point that she just cant or wont deliver anymore,1,3.0,0.8796639770737893
6584,i didnt feel brave or confident coming out of the mass,1,3.0,0.7066038660257249
12213,@mallenokc @royceyoung extra yellow.,2,3.0,1.0
9679,"""@Mesha_nojas: @_Vontethekidd &#128079;&#128079;&#128079;&#128079;&#128588;"" I got hicks lol",2,3.0,1.0
14248,i could feel safe enough doing so,1,4.0,0.7436965121126612
17657,i liked the feeling of being scared and jumping in my seat grabbing the arm of my preferably male companion,4,4.0,1.0
18018,i love those ted talks i feel intimidated more than inspired because greater than great can be found in simplicity too,4,3.0,0.9355591351271965
14733,i feel like i did when i was learning to use games factory eager but a little afraid,1,2.0,0.8312925176073424
10663,i was feeling pretty cranky about it but when i called the garage door guy this morning he said that his scheduler wasnt in because her husband had a massive heart attack over the weekend hes okay so he couldnt give me a time the repairman will call before he comes,3,3.0,0.6050702761777543
18738,i feel so petty who one of my first colleagues had not nice things to say about when i first asked for any contacts for investment banks from before i arrived at this job,3,3.0,0.9080607672621452
4502,i dont want to talk to anyone because it was such a dumb mistake and i feel so miserable already that i dont think i could take someone giving me one of those are you serious,0,2.0,0.8806058188325092
3980,i didn t feel terrific,1,3.0,0.8204957743029759
17784,a father of children killed in an accident,0,4.0,1.0
12733,i have been going around feeling like i have roundly abused my poor tongue so ravaged by hops has it become i think it is a challenge to think of taste as a really physical sensation,0,3.0,0.7500424954678533
15566,i feel so vulnerable,4,4.0,0.6431239005261242
5217,i rely on certain add ons that are not available to midori that i feel its inadequate,0,4.0,0.8569577177076374
15499,i don t know i feel confused,4,4.0,0.9508940950978936
17331,"So we are not even two full games into the season, and the fairweather whining is already in full effect? #Yankees",2,3.0,1.0
15224,"RT @OhWowThatsAwk: a girl tweeted ""you might be ghetto if u bring food from outside into the movies""

no u might be stupid if u pay 4.99 fo&#8230;",2,3.0,0.6666666666666666
6275,ill go because it warms my muscles and i always laugh in the midst of our quirky little inter generational exercise family and after six months im a regular which reminds me that ive accomplished the epic feat of no longer feeling in some way intimidated when i go to the gym,4,3.0,1.0
18014,@litigiousmind I skipped the running. And am eating chips. And brownies.,2,3.0,0.6666666666666666
12231,i feel so privileged and yet so powerful,1,1.0,1.0
7087,i feel lethargic and getting pressure between my eyes and i just rfttttttttttsjiowefmklldkavsvdsbtwrsbdvfocxfibjxrklrgrmvaeridubneosdvfrwfd okay stressing doesnt help at all it makes it worse so im trying to be calm,0,2.0,0.7051026975156145
875,"RT @teapot: Stuff broke loose, must not panic and share GIF instead http://t.co/JL4GuIeJ84",2,3.0,1.0
13381,"RT @donthypeme: &#8220;@VSamone: &#8220;@donthypeme: any favorites off yellow album ?&#8221;all of it&#8221;

#theperfectanswer &#127942;",2,3.0,1.0
16109,i started feeling pretty good again,1,4.0,0.7606747482479801
12920,i step back in the game day after day even when the odds of success seem out of favor i love on and when i feel nothing but ugly inside she is there to remind me of who i really am and nothing could be prettier than that,0,3.0,0.9972219791050229
17117,i feel perfect with you comments img src http sadlovequotesforhim,1,4.0,0.9227037744405888
15404,ive worked really hard all year to try to make each child in the class feel like they are valued,1,4.0,0.8706450914107716
3021,i never knew these feelings entertained by anyone that they did not however unknown to himself tinge the language of the person who imbibed them and thereby produce incalculable mischief,1,4.0,0.8902278168711192
13198,i do not see but could feel that she is someone i am very reluctant to let go,4,4.0,1.0
8317,i feel a little strange chasing after them since im so disappointed in the brand as a whole,4,3.0,0.919410883625921
13952,im feeling frantic about time as if the whole summer were a giant hour glass and if im not vigilant all the sand is going to rush out in a whoosh and ill have dipshit to show for it,4,5.0,0.6005355900131535
1047,i feel hateful sometimes,3,3.0,0.7870393497123026
12402,i might tackle a memoir but i feel i need to live longer before i qualify to have anything useful to say,1,3.0,0.9068520841692131
5658,i always feel like they love to annoy us especially when were doing something and we dont like to be disturbed by anybody,0,3.0,1.0
13961,i look forward to when i am feeling better and can write more often,1,3.0,1.0
8132,i was feeling more appreciative,1,3.0,0.6676368645814312
4353,"@edwards_cait ghetto, driving a nice car, and not having to pay a lot for rent. I drive a Lexus, and pay little rent. Just saying.",2,3.0,0.6666666666666666
18570,"even nature looks awesome when colored in #663399Becca

http://t.co/8B0fTjGost",2,3.0,1.0
794,RT @WhitePeopleTalk: &#8220;KOBE&#8221; as they shoot a piece of paper into the trash,2,3.0,0.6666666666666666
3745,RT @Yankees: #Yankees can jump into first place TONIGHT. RT if you think they will!,2,3.0,0.6666666666666666
10328,im feeling more vulnerable writing about this than i do writing about my melt downs mishaps and toddler challenges,4,4.0,0.8692863069422228
9372,im not feeling obnoxious with myself anymore,3,4.0,0.7385199863147154
2802,This is why nothing gets done. Morons like Coburn trying 2 ad a gun amendment 2 a public works bill. Push back on the #teabagger #morningjoe,2,3.0,1.0
9731,I want a four loco right now so I can chug it and go straight to sleep.,2,3.0,1.0
6925,i was feeling brave when i bought it and clearly when i was doing my makeup,1,3.0,0.9490220338434034
6674,i havent let myself truley sink into a depressed state of mind feeling like everyone is against me and trusting no one and just basically wanting to die since freshman year,1,4.0,0.8167956492798292
